customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,avg_monthly_spend,spend_trend_ratio,service_count,streaming_count,has_protection_bundle,is_month_to_month,is_electronic_check,is_auto_payment,is_new_customer,family_account,tenure_bucket,charge_per_service,revenue_at_risk_annual
5216-WASFJ,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,0,84.95,0.999,4,1,0,1,1,0,0,1,2-4y,21.21,1018.2
5219-YIPTK,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,1,103.32,1.01,7,2,0,1,1,0,0,1,2-4y,14.91,1252.8
5220-AGAAX,Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.0,1664.3,0,24.47,0.981,2,0,0,0,0,1,0,1,4y+,12.0,288.0
5222-IMUKT,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,2871.5,0,89.73,1.015,4,2,0,1,1,0,0,0,2-4y,22.76,1092.6
5222-JCXZT,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,78.9,0,19.73,0.963,1,0,0,1,0,0,1,0,0-6m,19.0,228.0
5223-UZAVK,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,0,103.18,0.972,6,2,0,0,0,1,0,0,4y+,16.72,1203.6
5226-NOZFC,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,0,82.56,1.039,4,1,0,1,1,0,0,0,2-4y,21.44,1029.0
5227-JSCFE,Male,1,Yes,No,71,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,0,47.23,0.981,5,0,1,0,0,1,0,1,4y+,9.27,556.2
5228-EXCET,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,1,77.59,1.042,3,1,0,1,1,0,0,0,1-2y,26.95,970.2
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,0,96.56,1.023,6,2,0,0,0,1,0,0,2-4y,16.47,1185.6
5229-PRWKT,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,1,81.21,1.066,4,1,0,1,1,0,0,0,7-12m,21.64,1038.6
5231-FIQPA,Female,0,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.85,810.45,0,19.77,1.004,1,0,0,0,0,0,0,0,2-4y,19.85,238.2
5232-NXPAY,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,0,74.69,0.997,6,2,0,0,0,0,0,0,2-4y,12.41,893.4
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,0,74.11,1.011,3,0,0,1,1,0,0,1,2-4y,24.98,899.4
5233-GEEAX,Male,1,No,No,8,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,1,27.74,1.06,2,0,0,1,1,0,0,0,7-12m,14.7,352.8
5236-PERKL,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,1,113.42,0.996,8,2,0,0,0,1,0,0,4y+,14.12,1355.4
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,0,60.39,0.988,5,0,0,1,0,1,0,0,2-4y,11.93,715.8
5240-CAOYT,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,0,85.7,1.022,6,0,1,1,0,1,0,0,4y+,14.59,1050.6
5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,74.7,1.0,3,0,0,1,1,0,1,0,0-6m,24.9,896.4
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,929.2,0,20.65,0.986,1,0,0,0,0,0,0,1,2-4y,20.35,244.2
5243-SAOTC,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,4308.25,0,79.78,1.001,4,0,0,1,0,1,0,0,4y+,19.96,958.2
5244-IRFIH,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,94.11,1.004,5,2,0,1,1,0,0,1,2-4y,18.9,1134.0
5245-VDBUR,Female,0,Yes,No,52,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,0,37.67,0.941,3,0,0,0,0,0,0,1,4y+,11.82,425.4
5248-KWLAR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,0,89.09,1.014,9,2,1,0,1,0,0,1,4y+,10.04,1084.2
5248-RPYWW,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,0,93.28,0.966,9,2,1,0,0,1,0,1,4y+,10.02,1081.8
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,88.46,1.02,9,2,1,0,0,1,0,1,4y+,10.03,1083.0
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.8,1024.7,0,25.62,0.968,2,0,0,0,0,0,0,1,2-4y,12.4,297.6
5256-SKJGO,Female,0,Yes,Yes,64,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,53.49,1.021,5,2,0,0,1,0,0,1,4y+,10.92,655.2
5260-UMPWX,Female,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.25,493.95,0,19.0,1.066,1,0,0,1,0,1,0,1,2-4y,20.25,243.0
5261-QSHQM,Female,0,No,No,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,1,21.65,1.129,1,0,0,1,1,0,1,0,0-6m,24.45,293.4
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.85,1071.6,0,20.61,1.012,1,0,0,0,0,1,0,1,4y+,20.85,250.2
5268-DSMNQ,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,0,95.75,1.023,6,1,0,0,0,1,0,1,4y+,16.32,1175.4
5269-NRGDP,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,0,73.53,0.995,6,2,0,0,1,0,0,1,2-4y,12.19,877.8
5271-DBYSJ,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0,75.25,1.052,3,1,0,1,0,1,0,0,7-12m,26.38,949.8
5271-YNWVR,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,1,115.53,0.979,9,2,1,0,1,0,0,1,4y+,12.57,1357.8
5274-XHAKY,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,0,94.97,0.993,6,1,0,1,0,1,0,1,2-4y,15.72,1131.6
5275-PMFUT,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,0,65.55,0.989,7,2,1,0,0,1,0,1,4y+,9.26,777.6
5275-SQEIZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,1,80.85,1.0,3,1,0,1,0,0,1,0,0-6m,26.95,970.2
5276-KQWHG,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,1,65.83,1.057,2,0,0,1,1,0,1,0,0-6m,34.8,835.2
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,1,93.72,0.913,4,1,0,1,1,0,1,0,0-6m,21.39,1026.6
5278-PNYOX,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,0,100.36,1.003,6,2,0,0,0,1,0,0,4y+,16.78,1207.8
5281-BUZGT,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,1,88.52,1.026,5,1,0,1,1,0,0,0,2-4y,18.17,1090.2
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,0,108.37,0.974,7,2,0,0,0,1,0,1,4y+,15.09,1267.2
5286-YHCVC,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,0,103.75,1.01,7,2,0,0,0,1,0,1,4y+,14.97,1257.6
5287-QWLKY,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1,106.31,0.989,7,2,0,1,0,1,0,1,4y+,15.01,1261.2
5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,0,79.47,0.988,3,1,0,1,1,0,0,0,7-12m,26.17,942.0
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,1,103.06,1.01,7,2,0,1,0,1,0,1,7-12m,14.86,1248.6
5294-CDGWY,Male,0,Yes,Yes,51,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,1,59.11,1.003,6,2,0,0,1,0,0,1,4y+,9.88,711.6
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,90.41,0.971,4,2,0,1,0,1,0,1,2-4y,21.95,1053.6
5294-IMHHT,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,0,95.15,1.027,6,1,0,0,0,1,0,1,4y+,16.29,1173.0
5295-PCJOO,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,1,46.1,1.072,3,0,0,1,1,0,1,1,0-6m,16.47,592.8
5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.1,936.85,0,20.37,0.987,1,0,0,0,0,0,0,1,2-4y,20.1,241.2
5296-PSYVW,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,24.55,1750.7,0,24.32,1.01,2,0,0,0,1,0,0,1,4y+,12.28,294.6
5297-MDOIR,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,0,82.93,0.979,4,0,0,0,0,1,0,1,4y+,20.29,973.8
5298-GSTLM,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,0,102.94,0.985,6,2,0,0,0,1,0,0,4y+,16.9,1216.8
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,106.47,0.942,6,2,0,1,1,0,0,1,7-12m,16.71,1203.0
5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1,99.45,1.021,6,2,0,1,0,1,1,0,0-6m,16.93,1218.6
5301-GAUUY,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,81.13,0.99,4,0,0,1,0,1,0,0,2-4y,20.09,964.2
5302-BDJNT,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,0,97.66,0.978,6,1,0,1,1,0,0,0,2-4y,15.92,1146.0
5304-EFJLP,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,0,111.43,1.002,8,2,0,0,0,1,0,1,4y+,13.96,1339.8
5306-BVTKJ,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,2651.2,0,55.23,1.01,4,0,0,0,0,1,0,1,2-4y,13.95,669.6
5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,1,82.14,1.046,4,1,0,1,0,1,0,1,2-4y,21.49,1031.4
5307-UVGNB,Female,0,Yes,Yes,53,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,0,47.08,1.034,5,1,0,1,0,1,0,1,4y+,9.74,584.4
5309-TAIKL,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,0,59.76,1.051,5,1,0,1,0,1,0,0,7-12m,12.56,753.6
5310-NOOVA,Male,0,No,No,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.95,907.05,0,19.72,1.012,1,0,0,0,1,0,0,0,2-4y,19.95,239.4
5311-IHLEI,Male,0,No,No,12,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,0,50.48,1.009,5,1,1,1,0,1,0,0,7-12m,10.19,611.4
5312-IRCFR,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,0,93.45,0.994,6,1,0,0,1,0,0,1,4y+,15.47,1114.2
5312-TSZVC,Female,0,No,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,270.6,0,18.04,1.089,1,0,0,0,0,0,0,1,1-2y,19.65,235.8
5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,0,97.33,1.007,6,2,0,1,0,1,0,0,2-4y,16.34,1176.6
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.6,1266.4,0,24.83,0.991,2,0,0,0,0,1,0,0,4y+,12.3,295.2
5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.8,0,49.35,1.033,3,0,0,0,1,0,0,1,2-4y,17.0,612.0
5317-FLPJF,Female,0,No,No,66,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,0,63.54,0.966,6,2,1,0,0,1,0,0,4y+,10.22,736.2
5318-IXUZF,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,1,91.88,0.949,4,1,0,1,0,1,1,0,0-6m,21.79,1045.8
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,0,82.94,0.954,7,2,1,0,0,1,0,1,2-4y,11.31,949.8
5320-BRKGK,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,0,76.13,0.996,7,1,1,0,0,0,0,1,4y+,10.83,909.6
5321-NTRKC,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,0,79.32,1.007,7,2,0,0,0,1,0,1,4y+,11.41,958.2
5322-TEUJK,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,0,114.09,1.004,9,2,1,0,0,1,0,1,4y+,12.73,1375.2
5322-ZSMZY,Male,0,Yes,Yes,31,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,755.6,0,24.37,1.056,2,0,0,0,0,0,0,1,2-4y,12.88,309.0
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.85,1539.75,0,21.69,0.961,1,0,0,0,1,0,0,1,4y+,20.85,250.2
5325-UWTWJ,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,0,94.51,0.958,6,0,1,1,0,1,0,1,2-4y,15.09,1086.6
5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,0,93.2,1.04,7,1,0,0,0,1,0,1,2-4y,13.84,1162.8
5327-XOKKY,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329.0,0,74.01,0.992,6,2,0,0,0,1,0,1,4y+,12.24,881.4
5329-KRDTM,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,0,74.95,1.032,7,1,0,0,0,1,0,1,4y+,11.05,928.2
5331-RGMTT,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,0,98.07,1.01,6,2,0,1,0,1,0,1,4y+,16.51,1188.6
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.1,1789.9,0,24.86,1.01,2,0,0,0,0,1,0,0,4y+,12.55,301.2
5334-JLAXU,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,0,91.27,1.031,6,1,0,1,0,1,0,1,4y+,15.68,1129.2
5336-UFNZP,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,0,108.42,0.991,7,2,0,0,1,0,0,1,4y+,15.35,1289.4
5337-IIWKZ,Male,0,Yes,Yes,34,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,0,42.43,1.057,4,1,0,1,1,0,0,1,2-4y,11.21,538.2
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,0,62.23,0.988,5,0,1,0,0,1,0,1,2-4y,12.29,737.4
5339-PXDVH,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,0,91.99,0.985,5,1,0,1,1,0,1,0,0-6m,18.13,1087.8
5339-TJFEK,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,0,104.63,1.008,7,2,0,1,1,0,0,1,4y+,15.07,1266.0
5343-SGUBI,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,0,82.65,0.97,4,0,0,0,0,0,0,0,4y+,20.05,962.4
5345-BMKWB,Male,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,158.35,0,19.79,1.023,1,0,0,1,0,0,0,1,7-12m,20.25,243.0
5346-BZCHP,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.4,1346.2,0,19.51,0.994,1,0,0,0,0,0,0,1,4y+,19.4,232.8
5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,0,85.15,1.052,5,1,0,1,1,0,0,0,7-12m,17.91,1074.6
5349-AZPEW,Female,0,Yes,Yes,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,0,25.1,0.998,1,0,0,1,0,0,1,1,0-6m,25.05,300.6
5349-IECLD,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,89.05,1.066,5,2,0,1,1,0,1,0,0-6m,18.99,1139.4
5351-QESIO,Male,0,No,Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,0,24.2,1.0,1,0,0,1,0,0,1,1,0-6m,24.2,290.4
5353-WILCI,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,0,54.38,1.031,4,0,0,1,1,0,0,0,2-4y,14.01,672.6
5356-CSVSQ,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,0,58.07,1.113,5,1,0,1,1,0,1,0,0-6m,12.92,775.2
5356-KZCKT,Male,0,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.45,1513.6,0,26.1,0.937,2,0,0,0,0,1,0,0,4y+,12.22,293.4
5356-RHIPP,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2,1,20.2,1.0,1,0,0,1,0,0,1,0,0-6m,20.2,242.4
5357-TZHPP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,1,81.39,1.037,4,1,0,1,0,1,0,0,7-12m,21.1,1012.8
5360-LJCNJ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,0,106.41,0.988,7,2,0,0,0,1,0,1,4y+,15.02,1261.8
5360-XGYAZ,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,0,64.78,1.013,7,2,1,0,0,1,0,1,4y+,9.38,787.8
5364-EVNIB,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,1,74.88,1.066,4,0,0,1,1,0,0,0,1-2y,19.95,957.6
5364-XYIRR,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,1,94.37,1.003,5,2,0,1,1,0,0,1,4y+,18.93,1135.8
5365-LLFYV,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,0,52.8,0.868,2,0,0,1,0,0,1,0,0-6m,22.93,550.2
5366-IJEQJ,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,1,88.07,1.007,5,1,0,1,1,0,0,0,1-2y,17.74,1064.4
5366-OBVMR,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,0,50.49,0.996,3,0,0,1,0,0,0,1,1-2y,16.77,603.6
5370-IIVVL,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,0,102.11,1.023,7,2,0,0,0,1,0,0,2-4y,14.93,1254.0
5371-VYLSX,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,0,82.27,1.014,5,0,0,1,1,0,0,0,4y+,16.68,1000.8
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,452.2,0,21.53,0.964,1,0,0,1,0,0,0,1,1-2y,20.75,249.0
5373-SFODM,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,1,87.02,0.98,4,1,0,1,0,1,0,1,2-4y,21.31,1023.0
5375-XLDOF,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,0,111.1,1.029,9,2,1,0,0,1,0,1,4y+,12.71,1372.2
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,1,70.6,1.0,2,0,0,1,1,0,1,0,0-6m,35.3,847.2
5376-PCKNB,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,0,103.6,1.008,7,2,0,0,0,1,0,1,4y+,14.92,1253.4
5377-NDTOU,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,0,88.64,1.027,9,2,1,0,0,0,0,1,4y+,10.12,1092.6
5378-IKEEG,Female,0,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,1,35.75,1.0,2,1,0,1,1,0,1,0,0-6m,17.88,429.0
